timestamp,occupied,hvac_kw,indoor_temp_f,outdoor_temp_f
2026-01-02 00:00,false,40,70,42
2026-01-02 01:00,false,40,70,41
2026-01-02 02:00,false,40,70,40
2026-01-02 03:00,false,40,70,39
2026-01-02 04:00,false,40,70,39
2026-01-02 05:00,false,40,70,40
2026-01-02 06:00,false,40,70,41
2026-01-02 07:00,false,40,70,43
2026-01-02 08:00,true,50,71,45
2026-01-02 09:00,true,50,71,47
2026-01-02 10:00,true,50,72,50
2026-01-02 11:00,true,50,72,53
2026-01-02 12:00,true,50,72,55
2026-01-02 13:00,true,50,72,56
2026-01-02 14:00,true,50,72,57
2026-01-02 15:00,true,50,72,56
2026-01-02 16:00,true,50,71,54
2026-01-02 17:00,true,50,71,51
2026-01-02 18:00,false,40,71,48
2026-01-02 19:00,false,40,71,46
2026-01-02 20:00,false,40,70,44
2026-01-02 21:00,false,40,70,43
2026-01-02 22:00,false,40,70,42
2026-01-02 23:00,false,40,70,41
2026-01-03 00:00,false,40,70,40
2026-01-03 01:00,false,40,70,39
2026-01-03 02:00,false,40,70,39
2026-01-03 03:00,false,40,70,38
2026-01-03 04:00,false,40,70,38
2026-01-03 05:00,false,40,70,39
2026-01-03 06:00,false,40,70,40
